Date,Description,Credit,Debit,Balance
02/03/2026,TRANSFER | UPI20260302002745536 | RAJESH | U@3036111,,46.00,"12,223.87"
02/03/2026,TRANSFER | UPI20260302002738396 | CHIDANAND R HIREMATH | U@3035574,,70.00,"12,269.87"
02/03/2026,TRANSFER | UPI20260302002710069 | KARTHIK H N | U@3129212,,"20,000.00","12,339.87"
02/03/2026,TRANSFER | UPI20260302002671780 | RANJITH KUMAR | U@3124481,,50.00,"32,339.87"
02/03/2026,TRANSFER | UPI20260302002666945 | Bangalore Metro Rail Corporation Lt | U@2536620,,100.00,"32,389.87"
02/03/2026,TRANSFER | UPI20260302002307798 | RAGHAVENDRA TIFFIN | U@2180297,,60.00,"32,489.87"
01/03/2026,TRANSFER | UPI20260302001833237 | KARTHIK H N | U@2323238,,100.00,"32,549.87"
01/03/2026,TRANSFER | UPI20260302001386400 | ZOMATO | U@1371391,,143.34,"32,649.87"
01/03/2026,TRANSFER | UPI20260302001083601 | KARTHIK H N | U@1629121,,600.00,"32,793.21"
28/02/2026,TRANSFER | UPI20260302000780136 | Mr MANJUNATHA G | U@0194918,,30.00,"33,393.21"
28/02/2026,TRANSFER | UPI20260302000777615 | MANJUNATH C P | U@0297776,,90.00,"33,423.21"
28/02/2026,TRANSFER | UPI20260302000768630 | Ranganatha Gobi Centre | U@0693143,,60.00,"33,513.21"
28/02/2026,TRANSFER | UPI20260302000764409 | SUBHAS | U@0692771,,40.00,"33,573.21"
28/02/2026,TRANSFER | UPI20260302000763918 | SUBHAS | U@0394402,,40.00,"33,613.21"
28/02/2026,TRANSFER | UPI20260302000128292 | Jio Prepaid Recharges | U@0116204,,329.00,"33,653.21"
28/02/2026,TRANSFER | UPI20260302000008640 | KARTHIK H N | U@0401374,,150.00,"33,982.21"
27/02/2026,TRANSFER | UPI20260227000685862 | RAVIKUMAR B P | U@0189406,,56.00,"34,132.21"
27/02/2026,TRANSFER | UPI20260227000673070 | CHIDANAND R HIREMATH | U@0680721,,25.00,"34,188.21"
27/02/2026,TRANSFER | UPI20260227000646754 | KARTHIK H N | U@0377656,,500.00,"34,213.21"
27/02/2026,TRANSFER | UPI20260227000334004 | BARAKAH FOODS | U@0739722,,50.00,"34,713.21"
27/02/2026,TRANSFER | UPI20260227000317113 | RAGHAVENDRA TIFFIN | U@0335511,,60.00,"34,763.21"
27/02/2026,TRANSFER | UPI20260227000191976 | Sangameshwar | U@0822726,,54.00,"34,823.21"
26/02/2026,TRANSFER | UPI20260226000452705 | KANTESH LAMANI | U@0656748,,60.00,"34,877.21"
26/02/2026,TRANSFER | UPI20260226000385240 | KARTHIK H N | U@0843193,"18,000.00",,"34,937.21"
26/02/2026,TRANSFER | UPI20260226000231817 | THE AMRITH CAFE | U@0824791,,46.00,"16,937.21"
25/02/2026,TRANSFER | UPI20260225000461155 | Pramod E U | U@0457810,,60.00,"16,983.21"
25/02/2026,TRANSFER | UPI20260225000419002 | SETHURAMU S R | U@0452482,,90.00,"17,043.21"
25/02/2026,TRANSFER | UPI20260225000364948 | PRAMOD KUMAR | U@0444397,,40.00,"17,133.21"
25/02/2026,TRANSFER | UPI20260225000118647 | KARTHIK H N | U@0712187,,100.00,"17,173.21"
25/02/2026,TRANSFER | UPI20260225000116189 | YASHAVANTH M J | U@0814092,,46.00,"17,273.21"
24/02/2026,TRANSFER | UPI20260224000617130 | CRED Club | U@0176062,,"49,833.75","17,319.21"
24/02/2026,TRANSFER | UPI20260224000608476 | KARTHIK H N | U@0270722,"31,000.00",,"67,152.96"
24/02/2026,TRANSFER | UPI20260224000482772 | NABIRASUL | U@0459074,,30.00,"36,152.96"
24/02/2026,TRANSFER | UPI20260224000305726 | Burger King | U@0837415,,104.96,"36,182.96"
24/02/2026,TRANSFER | UPI20260224000226267 | Burger King | U@0428220,,131.22,"36,287.92"
24/02/2026,TRANSFER | UPI20260224000195910 | Smart Bangalore 6225 | U@0222334,,72.00,"36,419.14"
23/02/2026,TRANSFER | UPI20260223001095434 | Mrs SAMSHAD BEGUM THAVARAKUNTA | U@0936953,,50.00,"36,491.14"
23/02/2026,TRANSFER | UPI20260223001090614 | Prakash Sangappa Inamadar | U@1135815,,60.00,"36,541.14"
23/02/2026,TRANSFER | UPI20260223001084311 | Mr PARASHURAM SANGAPPA INAMDAR | U@1428175,,70.00,"36,601.14"
23/02/2026,TRANSFER | UPI20260223001081116 | KUMARNAIK C | U@1427696,,30.00,"36,671.14"
23/02/2026,TRANSFER | UPI20260223001078678 | ADVIKA ROTI CORNER | U@1427447,,45.00,"36,701.14"
23/02/2026,TRANSFER | UPI20260223001052913 | RAGHU M T | U@1032499,,100.00,"36,746.14"
23/02/2026,TRANSFER | UPI20260223001017149 | sogadu | U@0926749,,25.00,"36,846.14"
23/02/2026,TRANSFER | UPI20260223000969516 | sogadu | U@0920909,,225.00,"36,871.14"
23/02/2026,TRANSFER | UPI20260223000958678 | DAVOOD HAKEEM | U@0919191,,300.00,"37,096.14"
23/02/2026,TRANSFER | UPI20260223000920372 | KARTHIK H N | U@1409006,,100.00,"37,396.14"
23/02/2026,TRANSFER | UPI20260223000852046 | Airtel | U@0699713,,380.80,"37,496.14"
23/02/2026,TRANSFER | UPI20260223000792588 | ZOMATO LIMITED | U@0693233,,163.00,"37,876.94"
22/02/2026,TRANSFER | UPI20260223000345996 | Blinkit | U@0241566,,389.00,"38,039.94"
22/02/2026,TRANSFER | UPI20260223000062689 | ZOMATO | U@0407807,,195.72,"38,428.94"
22/02/2026,TRANSFER | UPI20260223000057576 | NABIRASUL | U@0206954,,84.00,"38,624.66"
21/02/2026,TRANSFER | UPI20260221000635221 | KARTHIK H N | U@0178481,,200.00,"38,708.66"
21/02/2026,TRANSFER | UPI20260221000429323 | ZOMATO LIMITED | U@0851492,,224.02,"38,908.66"
21/02/2026,TRANSFER | UPI20260221000066483 | ZOMATO | U@0807668,,194.60,"39,132.68"
20/02/2026,TRANSFER | UPI20260220000554598 | Ranganatha Gobi Centre | U@0265002,,60.00,"39,327.28"
20/02/2026,TRANSFER | UPI20260220000325059 | THE AMRITH CAFE | U@0739257,,130.00,"39,387.28"
19/02/2026,TRANSFER | UPI20260219000176739 | GOWDAS | U@0520867,,120.00,"39,517.28"
19/02/2026,TRANSFER | UPI20260219000078833 | KARTHIK H N | U@0408915,,300.00,"39,637.28"
18/02/2026,TRANSFER | UPI20260218000450046 | GOVINDA SETTY D | U@0652878,,30.00,"39,937.28"
18/02/2026,TRANSFER | UPI20260218000428819 | SETHURAMU S R | U@0554033,,50.00,"39,967.28"
17/02/2026,TRANSFER | UPI20260217000512456 | DEVARAJU | U@0861892,,43.00,"40,017.28"
17/02/2026,TRANSFER | UPI20260217000505789 | CHIDANAND R HIREMATH | U@0257555,,25.00,"40,060.28"
17/02/2026,TRANSFER | UPI20260217000504936 | KARTHIK H N | U@0660734,50.00,,"40,085.28"
17/02/2026,TRANSFER | SBIN326048855498 | SBINN52026021713992742 | NEFT FROM EMPLOYEE PROVIDENT FUND O | SBOI | 2026/02/17 170642 SBIN326048855498 | YIR130402,"40,000.00",,"40,035.28"
13/02/2026,TRANSFER | UPI20260213000217472 | ETERNAL LIMITED | U@0342490,,102.92,35.28
12/02/2026,TRANSFER | UPI20260212000312198 | KARTHIK H N | U@0261203,,200.00,138.20
12/02/2026,TRANSFER | UPI20260212000276998 | ZOMATO | U@0253989,,178.01,338.20
11/02/2026,TRANSFER | UPI20260211000563602 | NABIRASUL | U@1007619,,10.00,516.21
11/02/2026,TRANSFER | UPI20260211000563086 | NABIRASUL | U@0612619,,49.00,526.21
11/02/2026,TRANSFER | UPI20260211000563078 | NABIRASUL | U@0711737,,20.00,575.21
11/02/2026,TRANSFER | UPI20260211000547933 | D G NARAYANA | U@0708694,100.00,,595.21
11/02/2026,TRANSFER | UPI20260211000266961 | ETERNAL LIMITED | U@0350724,,276.25,495.21
10/02/2026,TRANSFER | UPI20260210000487160 | amazon pay groceries | U@0296801,,511.00,771.46
10/02/2026,TRANSFER | UPI20260210000440137 | ZOMATO LIMITED | U@0585435,,152.80,"1,282.46"
09/02/2026,TRANSFER | UPI20260209001256560 | Pramod E U | U@1147250,,50.00,"1,435.26"
09/02/2026,TRANSFER | UPI20260209001052379 | DUSHYANTH J | U@1206996,,188.00,"1,485.26"
09/02/2026,TRANSFER | UPI20260209001002855 | ABDUL RAHIM | U@0697110,,80.00,"1,673.26"
09/02/2026,TRANSFER | UPI20260209000957434 | JAGADEESHA H | U@0986976,,50.00,"1,753.26"
09/02/2026,TRANSFER | UPI20260209000951448 | DURGARAM | U@1086667,,5.00,"1,803.26"
08/02/2026,TRANSFER | UPI20260209000482103 | Zomatofood | U@0593800,,198.45,"1,808.26"
08/02/2026,TRANSFER | UPI CR For | 07-Feb-26 | U | R96606241,853.00,,"2,006.71"
08/02/2026,TRANSFER | UPI CR For | 07-Feb-26 | U | R96605562,853.00,,"1,153.71"
08/02/2026,TRANSFER | UPI20260209000340888 | PARAMESH | U@0565563,,10.00,300.71
08/02/2026,TRANSFER | UPI20260209000294917 | KAMALAMMA | U@0157845,,60.00,310.71
07/02/2026,TRANSFER | UPI20260207000605784 | VARSHITHA N N VARSHITHA | U@0620402,,700.00,370.71
07/02/2026,TRANSFER | UPI20260207000605211 | KARTHIK H N | U@0620304,700.00,,"1,070.71"
07/02/2026,TRANSFER | UPI20260207000596464 | VISHAL MEGA MART | U@0916837,,853.00,370.71
07/02/2026,TRANSFER | UPI20260207000595144 | VISHAL MEGA MART | U@0817484,,853.00,"1,223.71"
07/02/2026,TRANSFER | UPI20260207000333655 | ARBIYA N | U@0166483,,250.00,"2,076.71"
07/02/2026,TRANSFER | UPI20260207000283184 | ASHA SWEET CENTER | U@0354204,,90.00,"2,326.71"
07/02/2026,TRANSFER | UPI20260207000075606 | BYLAMMA EDUCATIONAL AND | U@0514931,,"8,000.00","2,416.71"
06/02/2026,TRANSFER | UPI20260206000693045 | KARTHIK H N | U@0736131,"10,000.00",,"10,416.71"
06/02/2026,TRANSFER | UPI CR For | 05-Feb-26 | U | ILME37754,110.00,,416.71
06/02/2026,TRANSFER | UPI20260206000443328 | PIZZA HUT | U@0586632,,55.00,306.71
06/02/2026,TRANSFER | UPI20260206000405462 | PIZZA HUT | U@0479338,,104.00,361.71
06/02/2026,TRANSFER | UPI20260206000290782 | UPI Credit for reference | U@0456859,100.00,,465.71
06/02/2026,TRANSFER | UPI20260206000275195 | KARTHIK H N | U@0254349,100.00,,365.71
06/02/2026,TRANSFER | UPI20260206000262805 | SR Enterprises | U@0550841,,15.00,265.71
06/02/2026,TRANSFER | UPI20260206000181085 | MARUTHI SAVANUR | U@0534531,,43.00,280.71
06/02/2026,TRANSFER | UPI20260206000095602 | Mr S N VEERABHADRAIAH | U@0319984,,20.00,323.71
05/02/2026,TRANSFER | UPI20260205000614935 | Pramod E U | U@0920008,,110.00,343.71
05/02/2026,TRANSFER | UPI20260205000252259 | PharmEasy | U@0150206,,314.14,453.71
04/02/2026,TRANSFER | UPI CR For | 03-Feb-26 | U | ILME52881,80.00,,767.85
04/02/2026,TRANSFER | ECS-BD-IndusindBankLoan | TIAJ13142295 | Z@ED16854,,"11,377.00",687.85
03/02/2026,TRANSFER | UPI20260203002001702 | VANITHA D S | U@2096712,,80.00,"12,064.85"
03/02/2026,TRANSFER | UPI20260203001911651 | Mrs RANI K | U@1682229,,45.00,"12,144.85"
03/02/2026,TRANSFER | UPI20260203001606466 | M S SWAMY | U@2018417,,63.00,"12,189.85"
03/02/2026,TRANSFER | UPI20260203001425873 | KEMPARAJU N | U@1386386,,43.00,"12,252.85"
02/02/2026,TRANSFER | UPI20260202000632379 | VANITHA D S | U@1023044,,90.00,"12,295.85"
02/02/2026,TRANSFER | UPI20260202000518833 | THE AMRITH CAFE | U@0900606,,90.00,"12,385.85"
02/02/2026,TRANSFER | UPI20260202000441556 | KARTHIK H N | U@0385761,,"22,500.00","12,475.85"
02/02/2026,TRANSFER | UPI20260202000382514 | Mrs RANI K | U@0475973,,31.00,"34,975.85"
02/02/2026,TRANSFER | UPI20260202000325079 | VASUDEVA K | U@0363530,,63.00,"35,006.85"
02/02/2026,TRANSFER | UPI20260202000253477 | Devaraju B G | U@0249895,,43.00,"35,069.85"
01/02/2026,TRANSFER | UPI20260201000763088 | KARTHIK H N | U@0950843,,100.00,"35,112.85"
01/02/2026,TRANSFER | UPI20260201000409891 | ZOMATO LIMITED | U@0378743,,236.30,"35,212.85"
01/02/2026,TRANSFER | UPI20260201000384031 | ZOMATO LIMITED | U@0274527,,166.30,"35,449.15"
01/02/2026,TRANSFER | UPI20260201000163479 | NH | U@0532143,,374.00,"35,615.45"
31/01/2026,TRANSFER | UPI20260131000353013 | NAVEEN KUMAR S V | U@0368440,,500.00,"35,989.45"
31/01/2026,TRANSFER | UPI20260131000350707 | NAVEEN KUMAR S V | U@0468567,,1.00,"36,489.45"
31/01/2026,TRANSFER | UPI20260131000235077 | RANGANATHA B S SO SOMANNA | U@0345429,,45.00,"36,490.45"
30/01/2026,TRANSFER | UPI20260130000655251 | RAM MEDICALS | U@0828563,,190.00,"36,535.45"
30/01/2026,TRANSFER | UPI20260130000648514 | SHASHANK D M | U@0727610,,10.00,"36,725.45"
30/01/2026,TRANSFER | UPI20260130000613468 | MANJUNATHA D M | U@1018084,,43.00,"36,735.45"
30/01/2026,TRANSFER | UPI20260130000521747 | KARTHIK H N | U@0801829,100.00,,"36,778.45"
30/01/2026,TAX | KA SGST @ 9.0000 % | GS2603000000165303 | CHG | R96605164,,24.75,"36,678.45"
30/01/2026,TAX | KA CGST @ 9.0000 % | GS2603000000165302 | CHG | R96605164,,24.75,"36,703.20"
30/01/2026,SVC CHG | Ach Ecs debit | INSUFFICIENT FUNDS | 4-Jan-26 | CHG | GS2603000000165301 | R96605164,,275.00,"36,727.95"
29/01/2026,TRANSFER | UPI20260129000593501 | H SANJEEVAPPA | U@1307695,,49.00,"37,002.95"
29/01/2026,TRANSFER | UPI20260129000582069 | CHIDANAND R HIREMATH | U@1105474,,25.00,"37,051.95"
29/01/2026,TRANSFER | UPI20260129000565763 | KARTHIK H N | U@1401993,,300.00,"37,076.95"
29/01/2026,TRANSFER | UPI20260129000508231 | Bangalore Metro Rail Corporation Lt | U@0701650,,100.00,"37,376.95"
29/01/2026,TRANSFER | UPI20260129000131754 | KARTHIK H N | U@0324769,,910.00,"37,476.95"
28/01/2026,TRANSFER | UPI20260128000577620 | KARTHIK H N | U@0812930,,500.00,"38,386.95"
28/01/2026,TRANSFER | UPI20260128000442196 | SIKANDAR PASHA | U@0288110,,424.00,"38,886.95"
28/01/2026,TRANSFER | UPI20260128000379351 | ETERNAL LIMITED | U@0172138,,151.70,"39,310.95"
28/01/2026,TRANSFER | UPI20260128000369563 | K A Madeen | U@0633722,,258.00,"39,462.65"
28/01/2026,TRANSFER | UPI20260128000179750 | KARTHIK H N | U@0335493,"38,500.00",,"39,720.65"
28/01/2026,TRANSFER | UPI20260128000154384 | NARASIMHARAJU S | U@0231655,,370.00,"1,220.65"
28/01/2026,TRANSFER | UPI20260128000055518 | D G NARAYANA | U@0409125,"1,000.00",,"1,590.65"
27/01/2026,TRANSFER | UPI20260127002637247 | KARTHIK H N | U@3017980,,100.00,590.65
27/01/2026,TRANSFER | UPI20260127002553570 | RAJESH | U@2903304,,56.00,690.65
27/01/2026,TRANSFER | UPI20260127002192980 | ABHILASH H S | U@2708069,,51.00,746.65
27/01/2026,TRANSFER | UPI20260127002182969 | SHASHANK D M | U@2524392,,16.00,797.65
26/01/2026,TRANSFER | UPI20260127001934349 | DURGARAM | U@2258075,,20.00,813.65
26/01/2026,TRANSFER | UPI20260127001781474 | Gangadevi G N | U@2227359,,43.00,833.65
26/01/2026,TRANSFER | UPI20260127001646374 | CRED Club | U@1926714,,"49,823.25",876.65
26/01/2026,TRANSFER | UPI20260127001556306 | KARTHIK H N | U@1808089,"5,000.00",,"50,699.90"
26/01/2026,TRANSFER | UPI20260127001549656 | KARTHIK H N | U@1907357,"5,000.00",,"45,699.90"
25/01/2026,TRANSFER | UPI20260127001110112 | KARTHIK H N | U@1321326,,50.00,"40,699.90"
24/01/2026,TRANSFER | UPI20260127000126036 | KARTHIK H N | U@0523353,,500.00,"40,749.90"
22/01/2026,TRANSFER | UPI20260122000485802 | Bhagyamma V G | U@0195686,278.00,,"41,249.90"
22/01/2026,TRANSFER | UPI20260122000480928 | ZOMATO | U@0493797,,277.25,"40,971.90"
21/01/2026,TRANSFER | UPI20260121000587110 | Hemanth Kumar B M | U@0616883,,43.00,"41,249.15"
21/01/2026,TRANSFER | UPI20260121000582112 | CHIDANAND R HIREMATH | U@0813396,,80.00,"41,292.15"
21/01/2026,TRANSFER | UPI20260121000564442 | KARTHIK H N | U@0612261,,400.00,"41,372.15"
21/01/2026,TRANSFER | UPI20260121000541183 | Bangalore Metro Rail Corporation Lt | U@1004976,,100.00,"41,772.15"
21/01/2026,TRANSFER | UPI20260121000512952 | Mrs RANI K | U@0700314,,15.00,"41,872.15"
21/01/2026,TRANSFER | UPI20260121000409311 | KARTHIK H N | U@0579832,,40.00,"41,887.15"
20/01/2026,TRANSFER | UPI20260120000458892 | Pramod E U | U@0488181,,35.00,"41,927.15"
20/01/2026,TRANSFER | UPI20260120000428213 | Mr KRISHNA PRASAD | U@0182415,,40.00,"41,962.15"
20/01/2026,TRANSFER | UPI20260120000421134 | NARENDRA BABU L | U@0383718,,"1,400.00","42,002.15"
20/01/2026,TRANSFER | UPI20260120000419703 | D G NARAYANA | U@0581698,"1,400.00",,"43,402.15"
20/01/2026,TRANSFER | UPI20260120000416242 | BHARATH KUMAR M | U@0479962,,74.00,"42,002.15"
20/01/2026,TRANSFER | UPI20260120000409895 | KARTHIK H N | U@0478789,,400.00,"42,076.15"
20/01/2026,TRANSFER | UPI20260120000347580 | Airtel | U@0466924,,300.80,"42,476.15"
19/01/2026,TRANSFER | UPI20260119000823879 | KARTHIK H N | U@0958904,,200.00,"42,776.95"
18/01/2026,TRANSFER | UPI20260119000510399 | KARTHIK H N | U@0801359,,700.00,"42,976.95"
18/01/2026,TRANSFER | UPI20260119000477801 | RAJAMURTHY RANGAPA | U@0395028,,100.00,"43,676.95"
18/01/2026,TRANSFER | UPI20260119000245265 | KARTHIK H N | U@0445248,,500.00,"43,776.95"
18/01/2026,TRANSFER | UPI20260119000214587 | MIAMI SUPERMARKET | U@0141445,,716.00,"44,276.95"
17/01/2026,TRANSFER | UPI20260117000631033 | KARTHIK H N | U@0823324,,300.00,"44,992.95"
17/01/2026,TRANSFER | UPI20260117000470558 | D G NARAYANA | U@0189904,"1,264.00",,"45,292.95"
17/01/2026,TRANSFER | UPI20260117000312575 | ZOMATO LIMITED | U@0158827,,165.25,"44,028.95"
16/01/2026,TRANSFER | UPI20260116000446239 | ANUPALLAVI C S | U@0589831,,200.00,"44,194.20"
16/01/2026,TRANSFER | UPI20260116000398222 | Pramod E U | U@0580544,,100.00,"44,394.20"
16/01/2026,TRANSFER | UPI20260116000376445 | Ashwini J M | U@0471399,,140.00,"44,494.20"
16/01/2026,TRANSFER | UPI20260116000373506 | HALESH R | U@0174166,,50.00,"44,634.20"
16/01/2026,TRANSFER | UPI20260116000368997 | PAVANICECREAMS | U@0270621,,60.00,"44,684.20"
16/01/2026,TRANSFER | UPI20260116000281861 | RAGHAVENDRA TIFFIN | U@0557165,,35.00,"44,744.20"
16/01/2026,TRANSFER | UPI20260116000080592 | Blinkit | U@0414879,,358.00,"44,779.20"
15/01/2026,TRANSFER | UPI20260115000039025 | Shaneshwra Store | U@0407610,,5.00,"45,137.20"
14/01/2026,TRANSFER | UPI20260114000253982 | KARTHIK H N | U@0249085,104.00,,"45,142.20"
14/01/2026,TRANSFER | UPI20260114000253963 | Burger King | U@0549017,,104.96,"45,038.20"
14/01/2026,TRANSFER | UPI20260114000064194 | KARTHIK H N | U@0212537,"45,000.00",,"45,143.16"
13/01/2026,TRANSFER | UPI20260113000622018 | VARSHITHA N N VARSHITHA | U@1020664,,37.00,143.16
13/01/2026,TRANSFER | UPI20260113000549874 | ASHA L | U@0609191,,60.00,106.16
13/01/2026,TRANSFER | UPI20260113000546556 | KIRANAKUMAR A VADAKANNAVAR | U@0608437,,43.00,166.16
13/01/2026,TRANSFER | UPI20260113000463095 | KARTHIK H N | U@0290516,,100.00,209.16
12/01/2026,TRANSFER | UPI20260112001571847 | MR RAVINAIKA | U@1853704,,50.00,109.16
10/01/2026,TRANSFER | UPI20260112000178698 | KARTHIK H N | U@0534845,,100.00,159.16
10/01/2026,TRANSFER | UPI20260112000140630 | IndusInd Bank Limited | U@0128360,,531.00,259.16
09/01/2026,TRANSFER | UPI20260109000207664 | GOVINDA SETTY D | U@0341552,,14.00,790.16
09/01/2026,TRANSFER | UPI20260109000188587 | CHARLES C A | U@0137829,,"1,200.00",804.16
09/01/2026,TRANSFER | UPI20260109000186129 | KARTHIK H N | U@0235749,"1,194.00",,"2,004.16"
