Date,Description,Credit,Debit,Balance
03/03/2026,TRANSFER | UPI20260303002086721 | Burger King India | U@1858468,,124.92,"74,686.79"
03/03/2026,TRANSFER | UPI20260303001916191 | Burger King | U@1838785,,145.92,"74,811.71"
03/03/2026,TRANSFER | UPI20260303001826316 | Burger King | U@2129318,,156.42,"74,957.63"
02/03/2026,TRANSFER | UPI20260302002745536 | RAJESH | U@3036111,,46.00,"75,114.05"
02/03/2026,TRANSFER | UPI20260302002738396 | CHIDANAND R HIREMATH | U@3035574,,70.00,"75,160.05"
02/03/2026,TRANSFER | UPI20260302002710069 | KARTHIK H N | U@3129212,,20000.00,"75,230.05"
02/03/2026,TRANSFER | UPI20260302002671780 | RANJITH KUMAR | U@3124481,,50.00,"95,230.05"
02/03/2026,TRANSFER | UPI20260302002666945 | Bangalore Metro Rail Corporation Lt | U@2536620,,100.00,"95,280.05"
02/03/2026,TRANSFER | UPI20260302002307798 | RAGHAVENDRA TIFFIN | U@2180297,,60.00,"95,380.05"
01/03/26,SALARY CREDIT,10000,,"95,440.05"
01/03/2026,TRANSFER | UPI20260302001833237 | KARTHIK H N | U@2323238,,100.00,"85,440.05"
01/03/2026,TRANSFER | UPI20260302001386400 | ZOMATO | U@1371391,,143.34,"85,540.05"
01/03/2026,TRANSFER | UPI20260302001083601 | KARTHIK H N | U@1629121,,600.00,"85,683.39"
28/02/26,SALARY CREDIT,10000,,"86,283.39"
28/02/2026,TRANSFER | UPI20260302000780136 | Mr MANJUNATHA G | U@0194918,,30.00,"76,283.39"
28/02/2026,TRANSFER | UPI20260302000777615 | MANJUNATH C P | U@0297776,,90.00,"76,313.39"
28/02/2026,TRANSFER | UPI20260302000768630 | Ranganatha Gobi Centre | U@0693143,,60.00,"76,403.39"
28/02/2026,TRANSFER | UPI20260302000764409 | SUBHAS | U@0692771,,40.00,"76,463.39"
28/02/2026,TRANSFER | UPI20260302000763918 | SUBHAS | U@0394402,,40.00,"76,503.39"
28/02/2026,TRANSFER | UPI20260302000128292 | Jio Prepaid Recharges | U@0116204,,329.00,"76,543.39"
28/02/2026,TRANSFER | UPI20260302000008640 | KARTHIK H N | U@0401374,,150.00,"76,872.39"
27/02/2026,TRANSFER | UPI20260227000685862 | RAVIKUMAR B P | U@0189406,,56.00,"77,022.39"
27/02/2026,TRANSFER | UPI20260227000673070 | CHIDANAND R HIREMATH | U@0680721,,25.00,"77,078.39"
27/02/2026,TRANSFER | UPI20260227000646754 | KARTHIK H N | U@0377656,,500.00,"77,103.39"
27/02/2026,TRANSFER | UPI20260227000334004 | BARAKAH FOODS | U@0739722,,50.00,"77,603.39"
27/02/2026,TRANSFER | UPI20260227000317113 | RAGHAVENDRA TIFFIN | U@0335511,,60.00,"77,653.39"
27/02/2026,TRANSFER | UPI20260227000191976 | Sangameshwar | U@0822726,,54.00,"77,713.39"
26/02/2026,TRANSFER | UPI20260226000452705 | KANTESH LAMANI | U@0656748,,60.00,"77,767.39"
26/02/2026,TRANSFER | UPI20260226000385240 | KARTHIK H N | U@0843193,18000.00,,"77,827.39"
26/02/2026,TRANSFER | UPI20260226000231817 | THE AMRITH CAFE | U@0824791,,46.00,"59,827.39"
25/02/2026,TRANSFER | UPI20260225000461155 | Pramod E U | U@0457810,,60.00,"59,873.39"
25/02/2026,TRANSFER | UPI20260225000419002 | SETHURAMU S R | U@0452482,,90.00,"59,933.39"
25/02/2026,TRANSFER | UPI20260225000364948 | PRAMOD KUMAR | U@0444397,,40.00,"60,023.39"
25/02/2026,TRANSFER | UPI20260225000118647 | KARTHIK H N | U@0712187,,100.00,"60,063.39"
25/02/2026,TRANSFER | UPI20260225000116189 | YASHAVANTH M J | U@0814092,,46.00,"60,163.39"
24/02/2026,TRANSFER | UPI20260224000617130 | CRED Club | U@0176062,,49833.75,"60,209.39"
24/02/2026,TRANSFER | UPI20260224000608476 | KARTHIK H N | U@0270722,31000.00,,"110,043.14"
24/02/2026,TRANSFER | UPI20260224000482772 | NABIRASUL | U@0459074,,30.00,"79,043.14"
24/02/2026,TRANSFER | UPI20260224000305726 | Burger King | U@0837415,,104.96,"79,073.14"
24/02/2026,TRANSFER | UPI20260224000226267 | Burger King | U@0428220,,131.22,"79,178.10"
24/02/2026,TRANSFER | UPI20260224000195910 | Smart Bangalore 6225 | U@0222334,,72.00,"79,309.32"
23/02/2026,TRANSFER | UPI20260223001095434 | Mrs SAMSHAD BEGUM THAVARAKUNTA | U@0936953,,50.00,"79,381.32"
23/02/2026,TRANSFER | UPI20260223001090614 | Prakash Sangappa Inamadar | U@1135815,,60.00,"79,431.32"
23/02/2026,TRANSFER | UPI20260223001084311 | Mr PARASHURAM SANGAPPA INAMDAR | U@1428175,,70.00,"79,491.32"
23/02/2026,TRANSFER | UPI20260223001081116 | KUMARNAIK C | U@1427696,,30.00,"79,561.32"
23/02/2026,TRANSFER | UPI20260223001078678 | ADVIKA ROTI CORNER | U@1427447,,45.00,"79,591.32"
23/02/2026,TRANSFER | UPI20260223001052913 | RAGHU M T | U@1032499,,100.00,"79,636.32"
23/02/2026,TRANSFER | UPI20260223001017149 | sogadu | U@0926749,,25.00,"79,736.32"
23/02/2026,TRANSFER | UPI20260223000969516 | sogadu | U@0920909,,225.00,"79,761.32"
23/02/2026,TRANSFER | UPI20260223000958678 | DAVOOD HAKEEM | U@0919191,,300.00,"79,986.32"
23/02/2026,TRANSFER | UPI20260223000920372 | KARTHIK H N | U@1409006,,100.00,"80,286.32"
23/02/2026,TRANSFER | UPI20260223000852046 | Airtel | U@0699713,,380.80,"80,386.32"
23/02/2026,TRANSFER | UPI20260223000792588 | ZOMATO LIMITED | U@0693233,,163.00,"80,767.12"
22/02/2026,TRANSFER | UPI20260223000345996 | Blinkit | U@0241566,,389.00,"80,930.12"
22/02/2026,TRANSFER | UPI20260223000062689 | ZOMATO | U@0407807,,195.72,"81,319.12"
22/02/2026,TRANSFER | UPI20260223000057576 | NABIRASUL | U@0206954,,84.00,"81,514.84"
21/02/2026,TRANSFER | UPI20260221000635221 | KARTHIK H N | U@0178481,,200.00,"81,598.84"
21/02/2026,TRANSFER | UPI20260221000429323 | ZOMATO LIMITED | U@0851492,,224.02,"81,798.84"
21/02/2026,TRANSFER | UPI20260221000066483 | ZOMATO | U@0807668,,194.60,"82,022.86"
20/02/2026,TRANSFER | UPI20260220000554598 | Ranganatha Gobi Centre | U@0265002,,60.00,"82,217.46"
20/02/2026,TRANSFER | UPI20260220000325059 | THE AMRITH CAFE | U@0739257,,130.00,"82,277.46"
19/02/2026,TRANSFER | UPI20260219000176739 | GOWDAS | U@0520867,,120.00,"82,407.46"
19/02/2026,TRANSFER | UPI20260219000078833 | KARTHIK H N | U@0408915,,300.00,"82,527.46"
18/02/2026,TRANSFER | UPI20260218000450046 | GOVINDA SETTY D | U@0652878,,30.00,"82,827.46"
18/02/2026,TRANSFER | UPI20260218000428819 | SETHURAMU S R | U@0554033,,50.00,"82,857.46"
17/02/2026,TRANSFER | UPI20260217000512456 | DEVARAJU | U@0861892,,43.00,"82,907.46"
17/02/2026,TRANSFER | UPI20260217000505789 | CHIDANAND R HIREMATH | U@0257555,,25.00,"82,950.46"
17/02/2026,TRANSFER | UPI20260217000504936 | KARTHIK H N | U@0660734,50.00,,"82,975.46"
17/02/2026,TRANSFER | SBIN326048855498 | SBINN52026021713992742 | NEFT FROM EMPLOYEE PROVIDENT FUND O | SBOI | 2026/02/17 170642 SBIN326048855498 | YIR130402,40000.00,,"82,925.46"
13/02/2026,TRANSFER | UPI20260213000217472 | ETERNAL LIMITED | U@0342490,,102.92,"42,925.46"
12/02/2026,TRANSFER | UPI20260212000312198 | KARTHIK H N | U@0261203,,200.00,"43,028.38"
12/02/2026,TRANSFER | UPI20260212000276998 | ZOMATO | U@0253989,,178.01,"43,228.38"
11/02/2026,TRANSFER | UPI20260211000563602 | NABIRASUL | U@1007619,,10.00,"43,406.39"
11/02/2026,TRANSFER | UPI20260211000563086 | NABIRASUL | U@0612619,,49.00,"43,416.39"
11/02/2026,TRANSFER | UPI20260211000563078 | NABIRASUL | U@0711737,,20.00,"43,465.39"
11/02/2026,TRANSFER | UPI20260211000547933 | D G NARAYANA | U@0708694,100.00,,"43,485.39"
11/02/2026,TRANSFER | UPI20260211000266961 | ETERNAL LIMITED | U@0350724,,276.25,"43,385.39"
10/02/2026,TRANSFER | UPI20260210000487160 | amazon pay groceries | U@0296801,,511.00,"43,661.64"
10/02/2026,TRANSFER | UPI20260210000440137 | ZOMATO LIMITED | U@0585435,,152.80,"44,172.64"
09/02/2026,TRANSFER | UPI20260209001256560 | Pramod E U | U@1147250,,50.00,"44,325.44"
09/02/2026,TRANSFER | UPI20260209001052379 | DUSHYANTH J | U@1206996,,188.00,"44,375.44"
09/02/2026,TRANSFER | UPI20260209001002855 | ABDUL RAHIM | U@0697110,,80.00,"44,563.44"
09/02/2026,TRANSFER | UPI20260209000957434 | JAGADEESHA H | U@0986976,,50.00,"44,643.44"
09/02/2026,TRANSFER | UPI20260209000951448 | DURGARAM | U@1086667,,5.00,"44,693.44"
08/02/2026,TRANSFER | UPI20260209000482103 | Zomatofood | U@0593800,,198.45,"44,698.44"
08/02/2026,TRANSFER | UPI CR For | 07-Feb-26 | U | R96606241,853.00,,"44,896.89"
08/02/2026,TRANSFER | UPI CR For | 07-Feb-26 | U | R96605562,853.00,,"44,043.89"
08/02/2026,TRANSFER | UPI20260209000340888 | PARAMESH | U@0565563,,10.00,"43,190.89"
08/02/2026,TRANSFER | UPI20260209000294917 | KAMALAMMA | U@0157845,,60.00,"43,200.89"
07/02/2026,TRANSFER | UPI20260207000605784 | VARSHITHA N N VARSHITHA | U@0620402,,700.00,"43,260.89"
07/02/2026,TRANSFER | UPI20260207000605211 | KARTHIK H N | U@0620304,700.00,,"43,960.89"
07/02/2026,TRANSFER | UPI20260207000596464 | VISHAL MEGA MART | U@0916837,,853.00,"43,260.89"
07/02/2026,TRANSFER | UPI20260207000595144 | VISHAL MEGA MART | U@0817484,,853.00,"44,113.89"
07/02/2026,TRANSFER | UPI20260207000333655 | ARBIYA N | U@0166483,,250.00,"44,966.89"
07/02/2026,TRANSFER | UPI20260207000283184 | ASHA SWEET CENTER | U@0354204,,90.00,"45,216.89"
07/02/2026,TRANSFER | UPI20260207000075606 | BYLAMMA EDUCATIONAL AND | U@0514931,,8000.00,"45,306.89"
06/02/2026,TRANSFER | UPI20260206000693045 | KARTHIK H N | U@0736131,10000.00,,"53,306.89"
06/02/2026,TRANSFER | UPI CR For | 05-Feb-26 | U | ILME37754,110.00,,"43,306.89"
06/02/2026,TRANSFER | UPI20260206000443328 | PIZZA HUT | U@0586632,,55.00,"43,196.89"
06/02/2026,TRANSFER | UPI20260206000405462 | PIZZA HUT | U@0479338,,104.00,"43,251.89"
06/02/2026,TRANSFER | UPI20260206000290782 | UPI Credit for reference | U@0456859,100.00,,"43,355.89"
06/02/2026,TRANSFER | UPI20260206000275195 | KARTHIK H N | U@0254349,100.00,,"43,255.89"
06/02/2026,TRANSFER | UPI20260206000262805 | SR Enterprises | U@0550841,,15.00,"43,155.89"
06/02/2026,TRANSFER | UPI20260206000181085 | MARUTHI SAVANUR | U@0534531,,43.00,"43,170.89"
06/02/2026,TRANSFER | UPI20260206000095602 | Mr S N VEERABHADRAIAH | U@0319984,,20.00,"43,213.89"
05/02/2026,TRANSFER | UPI20260205000614935 | Pramod E U | U@0920008,,110.00,"43,233.89"
05/02/2026,TRANSFER | UPI20260205000252259 | PharmEasy | U@0150206,,314.14,"43,343.89"
04/02/26,SALARY CREDIT,100000,,"43,658.03"
04/02/2026,TRANSFER | UPI CR For | 03-Feb-26 | U | ILME52881,80.00,,"-56,341.97"
04/02/2026,TRANSFER | ECS-BD-IndusindBankLoan | TIAJ13142295 | Z@ED16854,,11377.00,"-56,421.97"
03/02/2026,TRANSFER | UPI20260203002001702 | VANITHA D S | U@2096712,,80.00,"-45,044.97"
03/02/2026,TRANSFER | UPI20260203001911651 | Mrs RANI K | U@1682229,,45.00,"-44,964.97"
03/02/2026,TRANSFER | UPI20260203001606466 | M S SWAMY | U@2018417,,63.00,"-44,919.97"
03/02/2026,TRANSFER | UPI20260203001425873 | KEMPARAJU N | U@1386386,,43.00,"-44,856.97"
02/02/2026,TRANSFER | UPI20260202000632379 | VANITHA D S | U@1023044,,90.00,"-44,813.97"
02/02/2026,TRANSFER | UPI20260202000518833 | THE AMRITH CAFE | U@0900606,,90.00,"-44,723.97"
02/02/2026,TRANSFER | UPI20260202000441556 | KARTHIK H N | U@0385761,,22500.00,"-44,633.97"
02/02/2026,TRANSFER | UPI20260202000382514 | Mrs RANI K | U@0475973,,31.00,"-22,133.97"
02/02/2026,TRANSFER | UPI20260202000325079 | VASUDEVA K | U@0363530,,63.00,"-22,102.97"
02/02/2026,TRANSFER | UPI20260202000253477 | Devaraju B G | U@0249895,,43.00,"-22,039.97"
01/02/2026,TRANSFER | UPI20260201000763088 | KARTHIK H N | U@0950843,,100.00,"-21,996.97"
01/02/2026,TRANSFER | UPI20260201000409891 | ZOMATO LIMITED | U@0378743,,236.30,"-21,896.97"
01/02/2026,TRANSFER | UPI20260201000384031 | ZOMATO LIMITED | U@0274527,,166.30,"-21,660.67"
01/02/2026,TRANSFER | UPI20260201000163479 | NH | U@0532143,,374.00,"-21,494.37"
31/01/2026,TRANSFER | UPI20260131000353013 | NAVEEN KUMAR S V | U@0368440,,500.00,"-21,120.37"
31/01/2026,TRANSFER | UPI20260131000350707 | NAVEEN KUMAR S V | U@0468567,,1.00,"-20,620.37"
31/01/2026,TRANSFER | UPI20260131000235077 | RANGANATHA B S SO SOMANNA | U@0345429,,45.00,"-20,619.37"
30/01/2026,TRANSFER | UPI20260130000655251 | RAM MEDICALS | U@0828563,,190.00,"-20,574.37"
30/01/2026,TRANSFER | UPI20260130000648514 | SHASHANK D M | U@0727610,,10.00,"-20,384.37"
30/01/2026,TRANSFER | UPI20260130000613468 | MANJUNATHA D M | U@1018084,,43.00,"-20,374.37"
30/01/2026,TRANSFER | UPI20260130000521747 | KARTHIK H N | U@0801829,100.00,,"-20,331.37"
30/01/2026,TAX | KA SGST @ 9.0000 % | GS2603000000165303 | CHG | R96605164,,24.75,"-20,431.37"
30/01/2026,TAX | KA CGST @ 9.0000 % | GS2603000000165302 | CHG | R96605164,,24.75,"-20,406.62"
30/01/2026,SVC CHG | Ach Ecs debit | INSUFFICIENT FUNDS | 4-Jan-26 | CHG | GS2603000000165301 | R96605164,,275.00,"-20,381.87"
29/01/2026,TRANSFER | UPI20260129000593501 | H SANJEEVAPPA | U@1307695,,49.00,"-20,106.87"
29/01/2026,TRANSFER | UPI20260129000582069 | CHIDANAND R HIREMATH | U@1105474,,25.00,"-20,057.87"
29/01/2026,TRANSFER | UPI20260129000565763 | KARTHIK H N | U@1401993,,300.00,"-20,032.87"
29/01/2026,TRANSFER | UPI20260129000508231 | Bangalore Metro Rail Corporation Lt | U@0701650,,100.00,"-19,732.87"
29/01/2026,TRANSFER | UPI20260129000131754 | KARTHIK H N | U@0324769,,910.00,"-19,632.87"
28/01/2026,TRANSFER | UPI20260128000577620 | KARTHIK H N | U@0812930,,500.00,"-18,722.87"
28/01/2026,TRANSFER | UPI20260128000442196 | SIKANDAR PASHA | U@0288110,,424.00,"-18,222.87"
28/01/2026,TRANSFER | UPI20260128000379351 | ETERNAL LIMITED | U@0172138,,151.70,"-17,798.87"
28/01/2026,TRANSFER | UPI20260128000369563 | K A Madeen | U@0633722,,258.00,"-17,647.17"
28/01/2026,TRANSFER | UPI20260128000179750 | KARTHIK H N | U@0335493,38500.00,,"-17,389.17"
28/01/2026,TRANSFER | UPI20260128000154384 | NARASIMHARAJU S | U@0231655,,370.00,"-55,889.17"
28/01/2026,TRANSFER | UPI20260128000055518 | D G NARAYANA | U@0409125,1000.00,,"-55,519.17"
27/01/2026,TRANSFER | UPI20260127002637247 | KARTHIK H N | U@3017980,,100.00,"-56,519.17"
27/01/2026,TRANSFER | UPI20260127002553570 | RAJESH | U@2903304,,56.00,"-56,419.17"
27/01/2026,TRANSFER | UPI20260127002192980 | ABHILASH H S | U@2708069,,51.00,"-56,363.17"
27/01/2026,TRANSFER | UPI20260127002182969 | SHASHANK D M | U@2524392,,16.00,"-56,312.17"
26/01/2026,TRANSFER | UPI20260127001934349 | DURGARAM | U@2258075,,20.00,"-56,296.17"
26/01/2026,TRANSFER | UPI20260127001781474 | Gangadevi G N | U@2227359,,43.00,"-56,276.17"
26/01/2026,TRANSFER | UPI20260127001646374 | CRED Club | U@1926714,,49823.25,"-56,233.17"
26/01/2026,TRANSFER | UPI20260127001556306 | KARTHIK H N | U@1808089,5000.00,,"-6,409.92"
26/01/2026,TRANSFER | UPI20260127001549656 | KARTHIK H N | U@1907357,5000.00,,"-11,409.92"
25/01/2026,TRANSFER | UPI20260127001110112 | KARTHIK H N | U@1321326,,50.00,"-16,409.92"
24/01/2026,TRANSFER | UPI20260127000126036 | KARTHIK H N | U@0523353,,500.00,"-16,359.92"
22/01/2026,TRANSFER | UPI20260122000485802 | Bhagyamma V G | U@0195686,278.00,,"-15,859.92"
22/01/2026,TRANSFER | UPI20260122000480928 | ZOMATO | U@0493797,,277.25,"-16,137.92"
21/01/2026,TRANSFER | UPI20260121000587110 | Hemanth Kumar B M | U@0616883,,43.00,"-15,860.67"
21/01/2026,TRANSFER | UPI20260121000582112 | CHIDANAND R HIREMATH | U@0813396,,80.00,"-15,817.67"
21/01/2026,TRANSFER | UPI20260121000564442 | KARTHIK H N | U@0612261,,400.00,"-15,737.67"
21/01/2026,TRANSFER | UPI20260121000541183 | Bangalore Metro Rail Corporation Lt | U@1004976,,100.00,"-15,337.67"
21/01/2026,TRANSFER | UPI20260121000512952 | Mrs RANI K | U@0700314,,15.00,"-15,237.67"
21/01/2026,TRANSFER | UPI20260121000409311 | KARTHIK H N | U@0579832,,40.00,"-15,222.67"
20/01/2026,TRANSFER | UPI20260120000458892 | Pramod E U | U@0488181,,35.00,"-15,182.67"
20/01/2026,TRANSFER | UPI20260120000428213 | Mr KRISHNA PRASAD | U@0182415,,40.00,"-15,147.67"
20/01/2026,TRANSFER | UPI20260120000421134 | NARENDRA BABU L | U@0383718,,1400.00,"-15,107.67"
20/01/2026,TRANSFER | UPI20260120000419703 | D G NARAYANA | U@0581698,1400.00,,"-13,707.67"
20/01/2026,TRANSFER | UPI20260120000416242 | BHARATH KUMAR M | U@0479962,,74.00,"-15,107.67"
20/01/2026,TRANSFER | UPI20260120000409895 | KARTHIK H N | U@0478789,,400.00,"-15,033.67"
20/01/2026,TRANSFER | UPI20260120000347580 | Airtel | U@0466924,,300.80,"-14,633.67"
19/01/2026,TRANSFER | UPI20260119000823879 | KARTHIK H N | U@0958904,,200.00,"-14,332.87"
18/01/2026,TRANSFER | UPI20260119000510399 | KARTHIK H N | U@0801359,,700.00,"-14,132.87"
18/01/2026,TRANSFER | UPI20260119000477801 | RAJAMURTHY RANGAPA | U@0395028,,100.00,"-13,432.87"
18/01/2026,TRANSFER | UPI20260119000245265 | KARTHIK H N | U@0445248,,500.00,"-13,332.87"
18/01/2026,TRANSFER | UPI20260119000214587 | MIAMI SUPERMARKET | U@0141445,,716.00,"-12,832.87"
17/01/2026,TRANSFER | UPI20260117000631033 | KARTHIK H N | U@0823324,,300.00,"-12,116.87"
17/01/2026,TRANSFER | UPI20260117000470558 | D G NARAYANA | U@0189904,1264.00,,"-11,816.87"
17/01/2026,TRANSFER | UPI20260117000312575 | ZOMATO LIMITED | U@0158827,,165.25,"-13,080.87"
16/01/2026,TRANSFER | UPI20260116000446239 | ANUPALLAVI C S | U@0589831,,200.00,"-12,915.62"
16/01/2026,TRANSFER | UPI20260116000398222 | Pramod E U | U@0580544,,100.00,"-12,715.62"
16/01/2026,TRANSFER | UPI20260116000376445 | Ashwini J M | U@0471399,,140.00,"-12,615.62"
16/01/2026,TRANSFER | UPI20260116000373506 | HALESH R | U@0174166,,50.00,"-12,475.62"
16/01/2026,TRANSFER | UPI20260116000368997 | PAVANICECREAMS | U@0270621,,60.00,"-12,425.62"
16/01/2026,TRANSFER | UPI20260116000281861 | RAGHAVENDRA TIFFIN | U@0557165,,35.00,"-12,365.62"
16/01/2026,TRANSFER | UPI20260116000080592 | Blinkit | U@0414879,,358.00,"-12,330.62"
15/01/2026,TRANSFER | UPI20260115000039025 | Shaneshwra Store | U@0407610,,5.00,"-11,972.62"
14/01/2026,TRANSFER | UPI20260114000253982 | KARTHIK H N | U@0249085,104.00,,"-11,967.62"
14/01/2026,TRANSFER | UPI20260114000253963 | Burger King | U@0549017,,104.96,"-12,071.62"
14/01/2026,TRANSFER | UPI20260114000064194 | KARTHIK H N | U@0212537,45000.00,,"-11,966.66"
13/01/2026,TRANSFER | UPI20260113000622018 | VARSHITHA N N VARSHITHA | U@1020664,,37.00,"-56,966.66"
