Date,Description,Credit,Debit,Balance
20/03/26,TRANSFER | UPI20260320000263503 | 097420705280 | ROHITH K H | U@0829801,500,,"-45,088.48"
20/03/26,TRANSFER | UPI20260320000245873 | 399255212270 | RAGHAVENDRA TIFFIN | U@0533677,,60,"-45,588.48"
20/03/26,TRANSFER | UPI20260320000112673 | 607929108048 | BMTC BUS KA57F4923 | U@0814340,,16,"-45,528.48"
18/03/26,TRANSFER | UPI20260318000216812 | 607708204370 | RAGHAVENDRA TIFFIN | U@0727926,,50,"-45,512.48"
18/03/26,TRANSFER | UPI20260318000090570 | 601140529450 | MALAPPA SO SHIVANNA | U@0312571,,54,"-45,462.48"
17/03/26,TRANSFER | UPI20260317000400638 | 607669076772 | Pramod E U | U@0251447,,70,"-45,408.48"
16/03/26,TRANSFER | UPI20260316001587085 | 607582237122 | NABIRASUL | U@0994207,,40,"-45,338.48"
15/03/26,TRANSFER | UPI20260316001286085 | 607407979036 | KARTHIK H N | U@1655790,300,,"-45,298.48"
13/03/26,TRANSFER | UPI20260313000078809 | 607203010418 | YALLALING | U@0311236,,60,"-45,598.48"
12/03/26,TRANSFER | UPI20260312000143515 | 398773628197 | KARTHIK H N | U@0217547,,150,"-45,538.48"
12/03/26,TRANSFER | UPI20260312000142719 | 910346105978 | RAVICHANDRA U | U@0319871,200,,"-45,388.48"
12/03/26,TRANSFER | UPI20260312000041629 | 607135388213 | NABIRASUL | U@0505700,,25,"-45,588.48"
11/03/26,TRANSFER | UPI20260311000649669 | 607051259192 | NABIRASUL | U@0882038,,41,"-45,563.48"
11/03/26,TRANSFER | UPI20260311000595271 | 607071187361 | M G SRINIVASA | U@0573904,,46,"-45,522.48"
11/03/26,TRANSFER | UPI20260311000590810 | 643699380929 | KARTHIK H N | U@0173512,50,,"-45,476.48"
11/03/26,TRANSFER | UPI20260311000589311 | 201728861823 | VARSHITHA N N VARSHITHA | U@0772485,,11,"-45,526.48"
11/03/26,TRANSFER | UPI20260311000506435 | 607040954445 | Bangalore Metro Rail Corporation Lt | U@0659212,,50,"-45,515.48"
11/03/26,TRANSFER | UPI20260311000424294 | 643645145257 | KARTHIK H N | U@0552549,,80,"-45,465.48"
10/03/26,TRANSFER | UPI20260310000445527 | 606917350600 | SETHURAMU S R | U@0354097,,90,"-45,385.48"
09/03/26,TRANSFER | UPI20260309001395000 | 208376290018 | D G NARAYANA | U@1564702,,100,"-45,295.48"
08/03/26,TRANSFER | UPI20260309000679118 | 600588691670 | MIAMI SUPERMARKET | U@0687835,,82,"-45,195.48"
08/03/26,TRANSFER | UPI20260309000577065 | 643346838055 | KARTHIK H N | U@0565592,100,,"-45,113.48"
08/03/26,TRANSFER | UPI20260309000065195 | 398530704823 | NABIRASUL | U@0108371,,36,"-45,213.48"
07/03/26,TRANSFER | UPI20260307000337910 | 398488050857 | ETERNAL LIMITED | U@0840893,,186.65,"-45,177.48"
06/03/26,TRANSFER | UPI20260306000393416 | 398434648595 | JANAPRIYA STORE | U@0146272,,50,"-44,990.83"
06/03/26,TRANSFER | UPI20260306000359821 | 600439377892 | Parkash Sirvi | U@0540944,,30,"-44,940.83"
06/03/26,TRANSFER | UPI20260306000352881 | 643195090292 | KARTHIK H N | U@0844036,70,,"-44,910.83"
06/03/26,TRANSFER | UPI20260306000349246 | 643189872433 | KARTHIK H N | U@0140774,130,,"-44,980.83"
05/03/26,TRANSFER | UPI20260305000665793 | 201343652857 | NABIRASUL | U@0383377,,10,"-45,110.83"
05/03/26,TRANSFER | UPI20260305000665210 | 398398061799 | NABIRASUL | U@0481299,,20,"-45,100.83"
05/03/26,TRANSFER | UPI20260305000660720 | 201343309735 | MANJUNATH C P | U@0480979,,65,"-45,080.83"
05/03/26,TRANSFER | UPI20260305000657851 | 606459104721 | Shree Ranganatha Vegetables Store | U@0176913,,10,"-45,015.83"
05/03/26,TRANSFER | UPI20260305000655522 | 606459072844 | Shree Ranganatha Vegetables Store | U@0880977,,80,"-45,005.83"
05/03/26,TRANSFER | UPI20260305000640580 | 201341869595 | Mr ANJANEYA D T | U@0580599,,20,"-44,925.83"
05/03/26,TRANSFER | UPI20260305000528320 | 048303752826 | D G NARAYANA | U@0759825,,200,"-44,905.83"
05/03/26,TRANSFER | UPI20260305000417345 | 600385437575 | H R SRINIVASA | U@0746754,,47,"-44,705.83"
05/03/26,TRANSFER | UPI20260305000407732 | 606472567060 | CHIDANAND R HIREMATH | U@0450211,,50,"-44,658.83"
05/03/26,TRANSFER | UPI20260305000112407 | 600364258300 | Bangalore Metro Rail Corporation Lt | U@0614415,,150,"-44,608.83"
05/03/26,TRANSFER | UPI20260305000111296 | 201299771287 | KRISHNEGOWDA M B | U@0513353,,46,"-44,458.83"
05/03/26,TRANSFER | UPI20260305000092194 | 606426371213 | KARTHIK H N | U@0310954,,200,"-44,412.83"
04/03/26,TRANSFER | UPI20260304000475022 | 398328541128 | ZOMATO | U@0361532,,254.15,"-44,212.83"
04/03/26,TRANSFER | ECS-BD-IndusindBankLoan | TIAJ13227787 | 3131639358 | Z@ED32391,,11377.00,"-43,958.68"
03/03/26,TRANSFER | UPI CR For | 600111934866 | 02-Mar-26 | U | ILME14583,,40,"-32,581.68"
03/03/26,TRANSFER | UPI20260303002086721 | 398271905229 | Burger King India | U@1858468,,124.92,"-32,541.68"
03/03/26,TRANSFER | UPI20260303001916191 | 398263894975 | Burger King | U@1838785,,145.92,"-32,416.76"
03/03/26,TRANSFER | UPI20260303001826316 | 398258515829 | Burger King | U@2129318,,156.42,"-32,270.84"
02/03/26,TRANSFER | UPI20260302002745536 | 398237367900 | RAJESH | U@3036111,,46,"-32,114.42"
02/03/26,TRANSFER | UPI20260302002738396 | 606124506405 | CHIDANAND R HIREMATH | U@3035574,,70,"-32,068.42"
02/03/26,TRANSFER | UPI20260302002710069 | 600240167208 | KARTHIK H N | U@3129212,,20000.00,"-31,998.42"
02/03/26,TRANSFER | UPI20260302002671780 | 606159102632 | RANJITH KUMAR | U@3124481,,50,"-11,998.42"
02/03/26,TRANSFER | UPI20260302002666945 | 606123426230 | Bangalore Metro Rail Corporation Lt | U@2536620,,100,"-11,948.42"
02/03/26,TRANSFER | UPI20260302002307798 | 398203406928 | RAGHAVENDRA TIFFIN | U@2180297,,60,"-11,848.42"
01/03/26,TRANSFER | UPI20260302001833237 | 606027776029 | KARTHIK H N | U@2323238,,100,"-11,788.42"
01/03/26,TRANSFER | UPI20260302001386400 | 600149639191 | ZOMATO | U@1371391,,143.34,"-11,688.42"
01/03/26,TRANSFER | UPI20260302001083601 | 600129839379 | KARTHIK H N | U@1629121,,600,"-11,545.08"
28/02/26,TRANSFER | UPI20260302000780136 | 605996703230 | Mr MANJUNATHA G | U@0194918,,30,"-10,945.08"
28/02/26,TRANSFER | UPI20260302000777615 | 605936174556 | MANJUNATH C P | U@0297776,,90,"-10,915.08"
28/02/26,TRANSFER | UPI20260302000768630 | 605946190949 | Ranganatha Gobi Centre | U@0693143,,60,"-10,825.08"
28/02/26,TRANSFER | UPI20260302000764409 | 605926155008 | SUBHAS | U@0692771,,40,"-10,765.08"
28/02/26,TRANSFER | UPI20260302000763918 | 600111934866 | SUBHAS | U@0394402,,40,"-10,725.08"
28/02/26,TRANSFER | UPI20260302000128292 | 605965266403 | Jio Prepaid Recharges | U@0116204,,329,"-10,685.08"
28/02/26,TRANSFER | UPI20260302000008640 | 605994227148 | KARTHIK H N | U@0401374,,150,"-10,356.08"
27/02/26,TRANSFER | UPI20260227000685862 | 605883158359 | RAVIKUMAR B P | U@0189406,,56,"-10,206.08"
27/02/26,TRANSFER | UPI20260227000673070 | 605882963434 | CHIDANAND R HIREMATH | U@0680721,,25,"-10,150.08"
27/02/26,TRANSFER | UPI20260227000646754 | 605834687082 | KARTHIK H N | U@0377656,,500,"-10,125.08"
27/02/26,TRANSFER | UPI20260227000334004 | 605877413705 | BARAKAH FOODS | U@0739722,,50,"-9,625.08"
27/02/26,TRANSFER | UPI20260227000317113 | 398022603901 | RAGHAVENDRA TIFFIN | U@0335511,,60,"-9,575.08"
27/02/26,TRANSFER | UPI20260227000191976 | 398014872377 | Sangameshwar | U@0822726,,54,"-9,515.08"
26/02/26,TRANSFER | UPI20260226000452705 | 397983646116 | KANTESH LAMANI | U@0656748,,60,"-9,461.08"
26/02/26,TRANSFER | UPI20260226000385240 | 642350277309 | KARTHIK H N | U@0843193,18000.00,,"-9,401.08"
26/02/26,TRANSFER | UPI20260226000231817 | 605762790005 | THE AMRITH CAFE | U@0824791,,46,"-27,401.08"
25/02/26,TRANSFER | UPI20260225000461155 | 699928391532 | Pramod E U | U@0457810,,60,"-27,355.08"
25/02/26,TRANSFER | UPI20260225000419002 | 397923093560 | SETHURAMU S R | U@0452482,,90,"-27,295.08"
25/02/26,TRANSFER | UPI20260225000364948 | 699919000718 | PRAMOD KUMAR | U@0444397,,40,"-27,205.08"
25/02/26,TRANSFER | UPI20260225000118647 | 200799095302 | KARTHIK H N | U@0712187,,100,"-27,165.08"
25/02/26,TRANSFER | UPI20260225000116189 | 605641208011 | YASHAVANTH M J | U@0814092,,46,"-27,065.08"
24/02/26,TRANSFER | UPI20260224000617130 | 642116239875 | CRED Club | U@0176062,,49833.75,"-27,019.08"
24/02/26,TRANSFER | UPI20260224000608476 | 505703780076 | KARTHIK H N | U@0270722,31000.00,,"22,814.67"
24/02/26,TRANSFER | UPI20260224000482772 | 397873759929 | NABIRASUL | U@0459074,,30,"-8,185.33"
24/02/26,TRANSFER | UPI20260224000305726 | 397857652085 | Burger King | U@0837415,,104.96,"-8,155.33"
24/02/26,TRANSFER | UPI20260224000226267 | 397852038262 | Burger King | U@0428220,,131.22,"-8,050.37"
24/02/26,TRANSFER | UPI20260224000195910 | 605550005789 | Smart Bangalore 6225 | U@0222334,,72,"-7,919.15"
23/02/26,TRANSFER | UPI20260223001095434 | 605449115580 | Mrs SAMSHAD BEGUM THAVARAKUNTA | U@0936953,,50,"-7,847.15"
23/02/26,TRANSFER | UPI20260223001090614 | 605469114725 | Prakash Sangappa Inamadar | U@1135815,,60,"-7,797.15"
23/02/26,TRANSFER | UPI20260223001084311 | 605449089720 | Mr PARASHURAM SANGAPPA INAMDAR | U@1428175,,70,"-7,737.15"
23/02/26,TRANSFER | UPI20260223001081116 | 397814029485 | KUMARNAIK C | U@1427696,,30,"-7,667.15"
23/02/26,TRANSFER | UPI20260223001078678 | 605409102443 | ADVIKA ROTI CORNER | U@1427447,,45,"-7,637.15"
23/02/26,TRANSFER | UPI20260223001052913 | 699810744523 | RAGHU M T | U@1032499,,100,"-7,592.15"
23/02/26,TRANSFER | UPI20260223001017149 | 699807184886 | sogadu | U@0926749,,25,"-7,492.15"
23/02/26,TRANSFER | UPI20260223000969516 | 699802744907 | sogadu | U@0920909,,225,"-7,467.15"
23/02/26,TRANSFER | UPI20260223000958678 | 699801764498 | DAVOOD HAKEEM | U@0919191,,300,"-7,242.15"
23/02/26,TRANSFER | UPI20260223000920372 | 605438664739 | KARTHIK H N | U@1409006,,100,"-6,942.15"
23/02/26,TRANSFER | UPI20260223000852046 | 200684812972 | Airtel | U@0699713,,380.8,"-6,842.15"
23/02/26,TRANSFER | UPI20260223000792588 | 397788988142 | ZOMATO LIMITED | U@0693233,,163,"-6,461.35"
22/02/26,TRANSFER | UPI20260223000345996 | 200639652617 | Blinkit | U@0241566,,389,"-6,298.35"
22/02/26,TRANSFER | UPI20260223000062689 | 699723865327 | ZOMATO | U@0407807,,195.72,"-5,909.35"
22/02/26,TRANSFER | UPI20260223000057576 | 605326760742 | NABIRASUL | U@0206954,,84,"-5,713.63"
21/02/26,TRANSFER | UPI20260221000635221 | 200602156157 | KARTHIK H N | U@0178481,,200,"-5,629.63"
21/02/26,TRANSFER | UPI20260221000429323 | 397696785567 | ZOMATO LIMITED | U@0851492,,224.02,"-5,429.63"
21/02/26,TRANSFER | UPI20260221000066483 | 397668292821 | ZOMATO | U@0807668,,194.6,"-5,205.61"
20/02/26,TRANSFER | UPI20260220000554598 | 605104187758 | Ranganatha Gobi Centre | U@0265002,,60,"-5,011.01"
20/02/26,TRANSFER | UPI20260220000325059 | 200514205675 | THE AMRITH CAFE | U@0739257,,130,"-4,951.01"
19/02/26,TRANSFER | UPI20260219000176739 | 699559262495 | GOWDAS | U@0520867,,120,"-4,821.01"
19/02/26,TRANSFER | UPI20260219000078833 | 699551377598 | KARTHIK H N | U@0408915,,300,"-4,701.01"
18/02/26,TRANSFER | UPI20260218000450046 | 604941585629 | GOVINDA SETTY D | U@0652878,,30,"-4,401.01"
18/02/26,TRANSFER | UPI20260218000428819 | 397527461193 | SETHURAMU S R | U@0554033,,50,"-4,371.01"
17/02/26,TRANSFER | UPI20260217000512456 | 604830102349 | DEVARAJU | U@0861892,,43,"-4,321.01"
17/02/26,TRANSFER | UPI20260217000505789 | 604800137504 | CHIDANAND R HIREMATH | U@0257555,,25,"-4,278.01"
17/02/26,TRANSFER | UPI20260217000504936 | 641499351181 | KARTHIK H N | U@0660734,50,,"-4,253.01"
17/02/26,TRANSFER | SBIN326048855498 | SBINN52026021713992742 | NEFT FROM EMPLOYEE PROVIDENT FUND O | SBOI | 2026/02/17 170642 SBIN326048855498 | YIR130402,40000.00,,"-4,303.01"
13/02/26,TRANSFER | UPI20260213000217472 | 397201174595 | ETERNAL LIMITED | U@0342490,,102.92,"-44,303.01"
12/02/26,TRANSFER | UPI20260212000312198 | 397149531001 | KARTHIK H N | U@0261203,,200,"-44,200.09"
12/02/26,TRANSFER | UPI20260212000276998 | 299977617629 | ZOMATO | U@0253989,,178.01,"-44,000.09"
11/02/26,TRANSFER | UPI20260211000563602 | 604200113943 | NABIRASUL | U@1007619,,10,"-43,822.08"
11/02/26,TRANSFER | UPI20260211000563086 | 604223812156 | NABIRASUL | U@0612619,,49,"-43,812.08"
11/02/26,TRANSFER | UPI20260211000563078 | 604270106040 | NABIRASUL | U@0711737,,20,"-43,763.08"
11/02/26,TRANSFER | UPI20260211000547933 | 604282089943 | D G NARAYANA | U@0708694,100,,"-43,743.08"
11/02/26,TRANSFER | UPI20260211000266961 | 604259303993 | ETERNAL LIMITED | U@0350724,,276.25,"-43,843.08"
10/02/26,TRANSFER | UPI20260210000487160 | 604178186884 | amazon pay groceries | U@0296801,,511,"-43,566.83"
10/02/26,TRANSFER | UPI20260210000440137 | 299859564366 | ZOMATO LIMITED | U@0585435,,152.8,"-43,055.83"
09/02/26,TRANSFER | UPI20260209001256560 | 604026375308 | Pramod E U | U@1147250,,50,"-42,903.03"
09/02/26,TRANSFER | UPI20260209001052379 | 604035892668 | DUSHYANTH J | U@1206996,,188,"-42,853.03"
09/02/26,TRANSFER | UPI20260209001002855 | 396958722351 | ABDUL RAHIM | U@0697110,,80,"-42,665.03"
09/02/26,TRANSFER | UPI20260209000957434 | 604097843574 | JAGADEESHA H | U@0986976,,50,"-42,585.03"
09/02/26,TRANSFER | UPI20260209000951448 | 604015709666 | DURGARAM | U@1086667,,5,"-42,535.03"
08/02/26,TRANSFER | UPI20260209000482103 | 698941983974 | Zomatofood | U@0593800,,198.45,"-42,530.03"
08/02/26,TRANSFER | UPI CR For | 396863680550 | 07-Feb-26 | U | R96606241,853,,"-42,331.58"
08/02/26,TRANSFER | UPI CR For | 396863598130 | 07-Feb-26 | U | R96605562,853,,"-43,184.58"
08/02/26,TRANSFER | UPI20260209000340888 | 603914422024 | PARAMESH | U@0565563,,10,"-44,037.58"
08/02/26,TRANSFER | UPI20260209000294917 | 698924293803 | KAMALAMMA | U@0157845,,60,"-44,027.58"
07/02/26,TRANSFER | UPI20260207000605784 | 396864421130 | VARSHITHA N N VARSHITHA | U@0620402,,700,"-43,967.58"
07/02/26,TRANSFER | UPI20260207000605211 | 640486588376 | KARTHIK H N | U@0620304,700,,"-43,267.58"
07/02/26,TRANSFER | UPI20260207000596464 | 396863680550 | VISHAL MEGA MART | U@0916837,,853,"-43,967.58"
07/02/26,TRANSFER | UPI20260207000595144 | 396863598130 | VISHAL MEGA MART | U@0817484,,853,"-43,114.58"
07/02/26,TRANSFER | UPI20260207000333655 | 396843583102 | ARBIYA N | U@0166483,,250,"-42,261.58"
07/02/26,TRANSFER | UPI20260207000283184 | 396839979299 | ASHA SWEET CENTER | U@0354204,,90,"-42,011.58"
07/02/26,TRANSFER | UPI20260207000075606 | 698837757757 | BYLAMMA EDUCATIONAL AND | U@0514931,,8000.00,"-41,921.58"
06/02/26,TRANSFER | UPI20260206000693045 | 640388420078 | KARTHIK H N | U@0736131,10000.00,,"-33,921.58"
06/02/26,TRANSFER | UPI CR For | 698752824794 | 05-Feb-26 | U | ILME37754,110,,"-43,921.58"
06/02/26,TRANSFER | UPI20260206000443328 | 603731297463 | PIZZA HUT | U@0586632,,55,"-44,031.58"
06/02/26,TRANSFER | UPI20260206000405462 | 396789913817 | PIZZA HUT | U@0479338,,104,"-43,976.58"
06/02/26,TRANSFER | UPI20260206000290782 | 603666853170 | UPI Credit for reference | U@0456859,100,,"-43,872.58"
06/02/26,TRANSFER | UPI20260206000275195 | 603779976059 | KARTHIK H N | U@0254349,100,,"-43,972.58"
06/02/26,TRANSFER | UPI20260206000262805 | 603710924540 | SR Enterprises | U@0550841,,15,"-44,072.58"
06/02/26,TRANSFER | UPI20260206000181085 | 396772783015 | MARUTHI SAVANUR | U@0534531,,43,"-44,057.58"
06/02/26,TRANSFER | UPI20260206000095602 | 698774912215 | Mr S N VEERABHADRAIAH | U@0319984,,20,"-44,014.58"
05/02/26,TRANSFER | UPI20260205000614935 | 698752824794 | Pramod E U | U@0920008,,110,"-43,994.58"
05/02/26,TRANSFER | UPI20260205000252259 | 299555141203 | PharmEasy | U@0150206,,314.14,"-43,884.58"
04/02/26,TRANSFER | UPI CR For | 603466604826 | 03-Feb-26 | U | ILME52881,80,,"-43,570.44"
04/02/26,TRANSFER | ECS-BD-IndusindBankLoan | TIAJ13142295 | 3944740143 | Z@ED16854,,11377.00,"-43,650.44"
03/02/26,TRANSFER | UPI20260203002001702 | 603466604826 | VANITHA D S | U@2096712,,80,"-32,273.44"
03/02/26,TRANSFER | UPI20260203001911651 | 603446386238 | Mrs RANI K | U@1682229,,45,"-32,193.44"
03/02/26,TRANSFER | UPI20260203001606466 | 603465986153 | M S SWAMY | U@2018417,,63,"-32,148.44"
03/02/26,TRANSFER | UPI20260203001425873 | 603415857764 | KEMPARAJU N | U@1386386,,43,"-32,085.44"
02/02/26,TRANSFER | UPI20260202000632379 | 396567788238 | VANITHA D S | U@1023044,,90,"-32,042.44"
02/02/26,TRANSFER | UPI20260202000518833 | 603364797205 | THE AMRITH CAFE | U@0900606,,90,"-31,952.44"
02/02/26,TRANSFER | UPI20260202000441556 | 698544121409 | KARTHIK H N | U@0385761,,22500.00,"-31,862.44"
02/02/26,TRANSFER | UPI20260202000382514 | 603314509919 | Mrs RANI K | U@0475973,,31,"-9,362.44"
02/02/26,TRANSFER | UPI20260202000325079 | 396543881029 | VASUDEVA K | U@0363530,,63,"-9,331.44"
02/02/26,TRANSFER | UPI20260202000253477 | 299385202701 | Devaraju B G | U@0249895,,43,"-9,268.44"
01/02/26,TRANSFER | UPI20260201000763088 | 603273608693 | KARTHIK H N | U@0950843,,100,"-9,225.44"
01/02/26,TRANSFER | UPI20260201000409891 | 299338833762 | ZOMATO LIMITED | U@0378743,,236.3,"-9,125.44"
01/02/26,TRANSFER | UPI20260201000384031 | 603222825076 | ZOMATO LIMITED | U@0274527,,166.3,"-8,889.14"
01/02/26,TRANSFER | UPI20260201000163479 | 603216511240 | NH | U@0532143,,374,"-8,722.84"
31/01/26,TRANSFER | UPI20260131000353013 | 603141796783 | NAVEEN KUMAR S V | U@0368440,,500,"-8,348.84"
31/01/26,TRANSFER | UPI20260131000350707 | 603161225705 | NAVEEN KUMAR S V | U@0468567,,1,"-7,848.84"
31/01/26,TRANSFER | UPI20260131000235077 | 396421200270 | RANGANATHA B S SO SOMANNA | U@0345429,,45,"-7,847.84"
30/01/26,TRANSFER | UPI20260130000655251 | 698375375721 | RAM MEDICALS | U@0828563,,190,"-7,802.84"
30/01/26,TRANSFER | UPI20260130000648514 | 396395841502 | SHASHANK D M | U@0727610,,10,"-7,612.84"
30/01/26,TRANSFER | UPI20260130000613468 | 603040240570 | MANJUNATHA D M | U@1018084,,43,"-7,602.84"
30/01/26,TRANSFER | UPI20260130000521747 | 603097910024 | KARTHIK H N | U@0801829,100,,"-7,559.84"
30/01/26,TAX | KA SGST @ 9.0000 % | GS2603000000165303 | CHG | R96605164,,24.75,"-7,659.84"
30/01/26,TAX | KA CGST @ 9.0000 % | GS2603000000165302 | CHG | R96605164,,24.75,"-7,635.09"
30/01/26,SVC CHG | Ach Ecs debit | INSUFFICIENT FUNDS | 3755467281 | 4-Jan-26 | CHG | GS2603000000165301 | R96605164,,275,"-7,610.34"
29/01/26,TRANSFER | UPI20260129000593501 | 602948921213 | H SANJEEVAPPA | U@1307695,,49,"-7,335.34"
29/01/26,TRANSFER | UPI20260129000582069 | 602958898263 | CHIDANAND R HIREMATH | U@1105474,,25,"-7,286.34"
29/01/26,TRANSFER | UPI20260129000565763 | 698317987734 | KARTHIK H N | U@1401993,,300,"-7,261.34"
29/01/26,TRANSFER | UPI20260129000508231 | 602938695819 | Bangalore Metro Rail Corporation Lt | U@0701650,,100,"-6,961.34"
29/01/26,TRANSFER | UPI20260129000131754 | 602908079485 | KARTHIK H N | U@0324769,,910,"-6,861.34"
28/01/26,TRANSFER | UPI20260128000577620 | 602827559447 | KARTHIK H N | U@0812930,,500,"-5,951.34"
28/01/26,TRANSFER | UPI20260128000442196 | 602857255902 | SIKANDAR PASHA | U@0288110,,424,"-5,451.34"
28/01/26,TRANSFER | UPI20260128000379351 | 396269594032 | ETERNAL LIMITED | U@0172138,,151.7,"-5,027.34"
28/01/26,TRANSFER | UPI20260128000369563 | 602857058001 | K A Madeen | U@0633722,,258,"-4,875.64"
28/01/26,TRANSFER | UPI20260128000179750 | 602802045455 | KARTHIK H N | U@0335493,38500.00,,"-4,617.64"
28/01/26,TRANSFER | UPI20260128000154384 | 698217748129 | NARASIMHARAJU S | U@0231655,,370,"-43,117.64"
28/01/26,TRANSFER | UPI20260128000055518 | 602813834592 | D G NARAYANA | U@0409125,1000.00,,"-42,747.64"
27/01/26,TRANSFER | UPI20260127002637247 | 602745772872 | KARTHIK H N | U@3017980,,100,"-43,747.64"
27/01/26,TRANSFER | UPI20260127002553570 | 602745838740 | RAJESH | U@2903304,,56,"-43,647.64"
27/01/26,TRANSFER | UPI20260127002192980 | 396194007343 | ABHILASH H S | U@2708069,,51,"-43,591.64"
27/01/26,TRANSFER | UPI20260127002182969 | 602704978926 | SHASHANK D M | U@2524392,,16,"-43,540.64"
26/01/26,TRANSFER | UPI20260127001934349 | 602635243020 | DURGARAM | U@2258075,,20,"-43,524.64"
26/01/26,TRANSFER | UPI20260127001781474 | 602614079701 | Gangadevi G N | U@2227359,,43,"-43,504.64"
26/01/26,TRANSFER | UPI20260127001646374 | 639200326643 | CRED Club | U@1926714,,49823.25,"-43,461.64"
26/01/26,TRANSFER | UPI20260127001556306 | 639222401830 | KARTHIK H N | U@1808089,5000.00,,"6,361.61"
26/01/26,TRANSFER | UPI20260127001549656 | 639264225001 | KARTHIK H N | U@1907357,5000.00,,"1,361.61"
25/01/26,TRANSFER | UPI20260127001110112 | 602522493951 | KARTHIK H N | U@1321326,,50,"-3,638.39"
24/01/26,TRANSFER | UPI20260127000126036 | 602430384617 | KARTHIK H N | U@0523353,,500,"-3,588.39"
22/01/26,TRANSFER | UPI20260122000485802 | 638859953872 | Bhagyamma V G | U@0195686,278,,"-3,088.39"
22/01/26,TRANSFER | UPI20260122000480928 | 395950089083 | ZOMATO | U@0493797,,277.25,"-3,366.39"
21/01/26,TRANSFER | UPI20260121000587110 | 602183710034 | Hemanth Kumar B M | U@0616883,,43,"-3,089.14"
21/01/26,TRANSFER | UPI20260121000582112 | 602116911295 | CHIDANAND R HIREMATH | U@0813396,,80,"-3,046.14"
21/01/26,TRANSFER | UPI20260121000564442 | 395900724549 | KARTHIK H N | U@0612261,,400,"-2,966.14"
21/01/26,TRANSFER | UPI20260121000541183 | 395898580305 | Bangalore Metro Rail Corporation Lt | U@1004976,,100,"-2,566.14"
21/01/26,TRANSFER | UPI20260121000512952 | 602156739060 | Mrs RANI K | U@0700314,,15,"-2,466.14"
21/01/26,TRANSFER | UPI20260121000409311 | 395884956843 | KARTHIK H N | U@0579832,,40,"-2,451.14"
20/01/26,TRANSFER | UPI20260120000458892 | 697768477829 | Pramod E U | U@0488181,,35,"-2,411.14"
20/01/26,TRANSFER | UPI20260120000428213 | 602024865141 | Mr KRISHNA PRASAD | U@0182415,,40,"-2,376.14"
20/01/26,TRANSFER | UPI20260120000421134 | 697764061232 | NARENDRA BABU L | U@0383718,,1400.00,"-2,336.14"
20/01/26,TRANSFER | UPI20260120000419703 | 638693930151 | D G NARAYANA | U@0581698,1400.00,,-936.14
20/01/26,TRANSFER | UPI20260120000416242 | 697763472134 | BHARATH KUMAR M | U@0479962,,74,"-2,336.14"
20/01/26,TRANSFER | UPI20260120000409895 | 602004887741 | KARTHIK H N | U@0478789,,400,"-2,262.14"
20/01/26,TRANSFER | UPI20260120000347580 | 298714837238 | Airtel | U@0466924,,300.8,"-1,862.14"
19/01/26,TRANSFER | UPI20260119000823879 | 601952947479 | KARTHIK H N | U@0958904,,200,"-1,561.34"
